iata,Year,Month,average_delay,volumne,airport,city,state,lat,long
BNA,1997,1,22.85714286,7,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,1997,1,5,1,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,1997,1,9.285714286,7,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BUF,1997,1,-2,2,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,1997,1,-2.4,5,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,1997,1,-0.4,5,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
BZN,1997,1,5,2,Gallatin ,Bozeman,MT,45.77690139,-111.1530072
CAE,1997,1,-7,2,Columbia Metropolitan,Columbia,SC,33.93884,-81.11953944
CHS,1997,1,2,1,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583
CLE,1997,1,7,3,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,1997,1,10.8,10,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,1997,1,-7,1,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
CRW,1997,1,8,1,Yeager,Charleston,WV,38.37315083,-81.59318972
CVG,1997,1,2.166666667,6,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,1997,1,-5,1,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,1997,1,4.666666667,3,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DCA,1997,1,5.666666667,9,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,1997,1,8.5,12,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,1997,1,16.125,24,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DSM,1997,1,0,2,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DTW,1997,1,8,10,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,1997,1,8.25,4,El Paso International,El Paso,TX,31.80666667,-106.3778056
EUG,1997,1,-1,1,Mahlon Sweet ,Eugene,OR,44.12326,-123.2186856
EWR,1997,1,-3.9,10,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAT,1997,1,1,1,Fresno Yosemite International,Fresno,CA,36.77619444,-119.7181389
FAY,1997,1,3,1,Fayetteville Municipal,Fayetteville,NC,34.99147222,-78.88
FLL,1997,1,3.333333333,3,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
FWA,1997,1,9.5,2,Fort Wayne International,Fort Wayne,IN,40.97846583,-85.19514639
GEG,1997,1,6,2,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GRB,1997,1,3,1,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959
GSO,1997,1,2.2,5,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
HOU,1997,1,-1.333333333,6,William P Hobby,Houston,TX,29.64541861,-95.27888889
HRL,1997,1,17.5,2,Valley International,Harlingen,TX,26.22850611,-97.65439389
IAD,1997,1,8.5,6,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,1997,1,0.857142857,7,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ICT,1997,1,5,2,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583
IND,1997,1,4,2,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
ISP,1997,1,-5,1,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194
JAN,1997,1,-2,1,Jackson International,Jackson,MS,32.31116667,-90.07588889
JAX,1997,1,45.5,2,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,1997,1,23.8,5,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,1997,1,5.666666667,6,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,1997,1,-4.214285714,14,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LBB,1997,1,8,1,Lubbock International,Lubbock,TX,33.66363889,-101.8227778
LGA,1997,1,10.22222222,9,LaGuardia,New York,NY,40.77724306,-73.87260917
LIT,1997,1,-2,1,Adams ,Little Rock,AR,34.72939611,-92.22424556
LNK,1997,1,60,1,Lincoln Municipal,Lincoln,NE,40.85097222,-96.75925
MCI,1997,1,18.4,5,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,1997,1,14,7,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,1997,1,3.5,2,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,1997,1,2,11,Memphis International,Memphis,TN,35.04241667,-89.97666667
MFE,1997,1,29,1,McAllen Miller International,McAllen,TX,26.17583333,-98.23861111
MIA,1997,1,35.88888889,9,Miami International,Miami,FL,25.79325,-80.29055556
MKE,1997,1,4,1,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MLI,1997,1,3,3,Quad City,Moline,IL,41.44852639,-90.50753917
MOT,1997,1,6,1,Minot International,Minot,ND,48.25937778,-101.2803339
MSP,1997,1,4.5,14,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,1997,1,2.4,5,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,1997,1,16,3,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,1997,1,-4.25,4,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,1997,1,-4,1,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,1997,1,7.75,4,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,1997,1,9.217391304,23,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,1997,1,3,1,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,1997,1,5,1,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,1997,1,5,1,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,1997,1,4.125,8,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,1997,1,2.882352941,17,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIA,1997,1,-5,1,Greater Peoria Regional,Peoria,IL,40.66424333,-89.69330556
PIT,1997,1,9.777777778,9,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PSP,1997,1,36,1,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
RDU,1997,1,10.2,5,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,1997,1,-6,2,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,1997,1,1.5,2,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROA,1997,1,2.333333333,3,Roanoke Regional/ Woodrum ,Roanoke,VA,37.32546833,-79.97542833
ROC,1997,1,0,5,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
RSW,1997,1,-8,1,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,1997,1,-8.8,5,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,1997,1,0.4,5,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SAV,1997,1,-12,1,Savannah International,Savannah,GA,32.12758333,-81.20213889
SDF,1997,1,-4.5,2,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,1997,1,24.25,8,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,1997,1,4.142857143,7,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,1997,1,38.33333333,6,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,1997,1,-3.666666667,3,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,1997,1,1.5,2,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,1997,1,9,4,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,1997,1,1.375,16,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,1997,1,-14,1,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TPA,1997,1,-8.6,5,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,1997,1,-6.5,2,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,1997,1,-3,2,Tucson International,Tucson,AZ,32.11608333,-110.9410278
TYS,1997,1,70,1,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583
ABQ,1998,1,-8,4,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ALB,1998,1,-26,1,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,1998,1,12.41666667,24,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,1998,1,-6,2,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AVP,1998,1,10,1,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.7242675
BDL,1998,1,-6,2,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,1998,1,-9,1,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BIL,1998,1,-7,1,Billings Logan Intl,Billings,MT,45.8076625,-108.5428611
BIS,1998,1,-8.5,2,Bismarck Municipal,Bismarck,ND,46.77411111,-100.7467222
BLI,1998,1,7,1,Bellingham Intl,Bellingham,WA,48.79275,-122.5375278
BNA,1998,1,-5.2,5,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOS,1998,1,0.8,5,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,1998,1,12,1,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BTV,1998,1,-15,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUF,1998,1,51,1,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,1998,1,-3,1,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,1998,1,3.2,5,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
BZN,1998,1,-2,1,Gallatin ,Bozeman,MT,45.77690139,-111.1530072
CAE,1998,1,-4,1,Columbia Metropolitan,Columbia,SC,33.93884,-81.11953944
CHS,1998,1,2,1,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583
CLE,1998,1,-3.666666667,6,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,1998,1,8.75,8,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,1998,1,4,1,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
CRP,1998,1,2,1,Corpus Christi International,Corpus Christi,TX,27.77036083,-97.50121528
CVG,1998,1,13.25,4,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,1998,1,25,1,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,1998,1,0.5,2,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DCA,1998,1,28.4,5,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,1998,1,-0.2,10,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,1998,1,-0.538461538,13,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DTW,1998,1,3,7,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,1998,1,5.5,2,El Paso International,El Paso,TX,31.80666667,-106.3778056
EWR,1998,1,16.3,10,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAT,1998,1,49,1,Fresno Yosemite International,Fresno,CA,36.77619444,-119.7181389
FLL,1998,1,5,4,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
FSD,1998,1,-16,1,Joe Foss ,Sioux Falls,SD,43.58135111,-96.74170028
GEG,1998,1,13.5,2,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GRR,1998,1,-10,1,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSO,1998,1,-5,1,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
GSP,1998,1,-8,1,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833
GUC,1998,1,21,1,Gunnison County,Gunnison,CO,38.53396333,-106.9331817
HLN,1998,1,8,1,Helena Regional,Helena,MT,46.60681806,-111.9827503
HOU,1998,1,0.2,5,William P Hobby,Houston,TX,29.64541861,-95.27888889
HPN,1998,1,168,1,Westchester Cty,White Plains,NY,41.06695778,-73.70757444
HRL,1998,1,3,1,Valley International,Harlingen,TX,26.22850611,-97.65439389
HSV,1998,1,-16,1,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944
IAD,1998,1,-1.25,4,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,1998,1,8.642857143,14,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
IDA,1998,1,14,2,Idaho Falls Regional,Idaho Falls,ID,43.51455556,-112.0701667
IND,1998,1,-10,2,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
JAN,1998,1,-7,1,Jackson International,Jackson,MS,32.31116667,-90.07588889
JAX,1998,1,1.666666667,3,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,1998,1,-6.5,4,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,1998,1,-0.875,8,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,1998,1,4.8,15,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LGA,1998,1,-2,12,LaGuardia,New York,NY,40.77724306,-73.87260917
LGB,1998,1,-4,2,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-118.1516111
LNK,1998,1,-2,2,Lincoln Municipal,Lincoln,NE,40.85097222,-96.75925
MCI,1998,1,-1.666666667,6,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,1998,1,-3,5,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,1998,1,-2,1,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,1998,1,10.4,5,Memphis International,Memphis,TN,35.04241667,-89.97666667
MIA,1998,1,12,7,Miami International,Miami,FL,25.79325,-80.29055556
MKE,1998,1,-15.5,2,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MLB,1998,1,-5.333333333,3,Melbourne International ,Melbourne,FL,28.10275,-80.64580556
MSN,1998,1,0,1,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,1998,1,11.6,10,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,1998,1,11.33333333,3,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,1998,1,6,2,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,1998,1,5,4,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,1998,1,4,1,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,1998,1,-9.5,2,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,1998,1,14.63157895,19,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,1998,1,22,1,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,1998,1,-13,2,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,1998,1,-4.333333333,3,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,1998,1,12,11,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,1998,1,7,10,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,1998,1,14.72727273,11,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PSP,1998,1,-5,1,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PVD,1998,1,-5,1,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RDU,1998,1,8.857142857,7,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,1998,1,21,2,Richmond International,Richmond,VA,37.50516667,-77.31966667
ROA,1998,1,6,1,Roanoke Regional/ Woodrum ,Roanoke,VA,37.32546833,-79.97542833
SAN,1998,1,6.166666667,6,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,1998,1,9.5,2,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SBN,1998,1,-8,1,South Bend Regional,South Bend,IN,41.70895361,-86.31847417
SDF,1998,1,3,3,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,1998,1,7.8,5,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,1998,1,5,9,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SHV,1998,1,-10,1,Shreveport Regional,Shreveport,LA,32.4466275,-93.82559833
SJC,1998,1,-15.5,2,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,1998,1,-2.2,5,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,1998,1,-2.5,2,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,1998,1,-3.5,4,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
SRQ,1998,1,-11,2,Sarasota Bradenton International,Sarasota,FL,27.39533333,-82.55411111
STL,1998,1,-1.692307692,13,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,1998,1,-1.5,2,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TPA,1998,1,4.333333333,6,Tampa International ,Tampa,FL,27.97547222,-82.53325
TRI,1998,1,17,2,Tri-Cities Regional,Bristol,TN,36.47521417,-82.40742056
TUL,1998,1,11.16666667,6,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,1998,1,14.33333333,3,Tucson International,Tucson,AZ,32.11608333,-110.9410278
TYS,1998,1,-3.5,2,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583
YUM,1998,1,2,1,Yuma MCAS-Yuma International,Yuma,AZ,32.65658333,-114.6059722
ATL,1999,1,10.5,16,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,1999,1,17,3,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,1999,1,0.5,2,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,1999,1,-9,1,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BNA,1999,1,7.6,5,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,1999,1,-10,1,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,1999,1,-2.833333333,6,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,1999,1,5.5,2,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BTV,1999,1,0,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUF,1999,1,2.5,2,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,1999,1,-2,3,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,1999,1,7.666666667,3,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
BZN,1999,1,8,1,Gallatin ,Bozeman,MT,45.77690139,-111.1530072
CAE,1999,1,-5,1,Columbia Metropolitan,Columbia,SC,33.93884,-81.11953944
CHO,1999,1,2,2,Charlottesville-Albermarle,Charlottesville,VA,38.13863889,-78.45286111
CID,1999,1,18,1,Eastern Iowa ,Cedar Rapids,IA,41.88458833,-91.71087222
CLE,1999,1,4.2,5,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,1999,1,-0.692307692,13,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,1999,1,6.666666667,3,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,1999,1,-3,1,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CVG,1999,1,3.571428571,7,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAB,1999,1,10,2,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556
DAL,1999,1,18,1,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,1999,1,8,3,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DCA,1999,1,-8.285714286,7,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,1999,1,13.88888889,18,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,1999,1,5.538461538,13,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DTW,1999,1,5.2,10,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,1999,1,12.5,2,El Paso International,El Paso,TX,31.80666667,-106.3778056
EWR,1999,1,2.125,8,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAT,1999,1,-3,1,Fresno Yosemite International,Fresno,CA,36.77619444,-119.7181389
FLL,1999,1,13,2,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
FWA,1999,1,-7,1,Fort Wayne International,Fort Wayne,IN,40.97846583,-85.19514639
GRR,1999,1,-3.5,2,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSO,1999,1,11,2,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
HOU,1999,1,5.75,4,William P Hobby,Houston,TX,29.64541861,-95.27888889
IAD,1999,1,-9,3,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,1999,1,17.14285714,7,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
IND,1999,1,21,4,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
JFK,1999,1,-14.66666667,3,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,1999,1,58.85714286,7,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,1999,1,7.916666667,12,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LBB,1999,1,-3,1,Lubbock International,Lubbock,TX,33.66363889,-101.8227778
LGA,1999,1,-4.625,8,LaGuardia,New York,NY,40.77724306,-73.87260917
LGB,1999,1,-6.25,4,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-118.1516111
LIT,1999,1,13,1,Adams ,Little Rock,AR,34.72939611,-92.22424556
LNK,1999,1,11,1,Lincoln Municipal,Lincoln,NE,40.85097222,-96.75925
MCI,1999,1,14.83333333,6,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,1999,1,4,5,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,1999,1,29.16666667,6,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,1999,1,10,4,Memphis International,Memphis,TN,35.04241667,-89.97666667
MIA,1999,1,27.4,5,Miami International,Miami,FL,25.79325,-80.29055556
MOB,1999,1,81,1,Mobile Regional,Mobile,AL,30.69141667,-88.24283333
MSP,1999,1,5.142857143,7,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,1999,1,20,3,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,1999,1,0,4,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,1999,1,13.5,2,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,1999,1,19.75,4,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,1999,1,4.25,4,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,1999,1,8.782608696,23,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,1999,1,-4.5,4,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,1999,1,25,5,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,1999,1,11.33333333,3,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,1999,1,20.66666667,6,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,1999,1,4,9,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,1999,1,5.727272727,11,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PSP,1999,1,23,1,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PVD,1999,1,-3,1,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RDU,1999,1,7,4,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,1999,1,2,1,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,1999,1,12.5,2,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROC,1999,1,10.75,4,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
SAN,1999,1,22,3,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,1999,1,0,1,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SBA,1999,1,-4,1,Santa Barbara Municipal,Santa Barbara,CA,34.42621194,-119.8403733
SDF,1999,1,-4,2,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,1999,1,3,4,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,1999,1,25.11111111,9,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,1999,1,14.66666667,6,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,1999,1,2.545454545,11,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,1999,1,10,1,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,1999,1,7,2,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,1999,1,35.54545455,11,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,1999,1,109,1,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TLH,1999,1,-6,1,Tallahassee Regional,Tallahassee,FL,30.39652778,-84.35033333
TPA,1999,1,6.428571429,7,Tampa International ,Tampa,FL,27.97547222,-82.53325
TYS,1999,1,7,1,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583
YUM,1999,1,-13,1,Yuma MCAS-Yuma International,Yuma,AZ,32.65658333,-114.6059722
ABQ,2000,1,8,2,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
AGS,2000,1,-5.5,2,Bush ,Augusta,GA,33.369955,-81.96449611
ALB,2000,1,-6.5,2,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,2000,1,14.21052632,19,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2000,1,5.333333333,3,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2000,1,2,3,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2000,1,10.25,4,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BIL,2000,1,18,1,Billings Logan Intl,Billings,MT,45.8076625,-108.5428611
BNA,2000,1,4.833333333,6,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOS,2000,1,-1,5,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,2000,1,-11,1,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BTV,2000,1,-8,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUF,2000,1,8.5,2,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,2000,1,-2.5,2,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2000,1,1.714285714,7,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
BZN,2000,1,-13,1,Gallatin ,Bozeman,MT,45.77690139,-111.1530072
CAK,2000,1,-10,1,Akron-Canton Regional,Akron,OH,40.91631194,-81.44246556
